ID,Simbolo,Fecha,Apertura,Cierre,Maximo,Minimo,Volumen
AVGO_2022-02-25,AVGO,2022-02-25,54.59550434444866,54.468597412109375,53.170824379539255,53.710869667432924,22380000
GOOGL_2022-02-25,GOOGL,2022-02-25,134.2570637049049,133.45115661621094,130.76345685402558,132.55046098165332,36406000
JPM_2022-02-25,JPM,2022-02-25,135.36605887084664,133.41847229003906,130.65939817967333,130.965958912331,18367700
LLY_2022-02-25,LLY,2022-02-25,244.2434599557038,242.26364135742188,235.387342381073,235.4935777718121,2442200
MA_2022-02-25,MA,2022-02-25,363.89571497221004,360.4773864746094,353.2598455170856,358.65102716047903,3817900
META_2022-02-25,META,2022-02-25,209.85409722269867,209.01991271972656,201.77054920915654,203.51834992686946,37627600
MSFT_2022-02-25,MSFT,2022-02-25,288.57718060139933,288.26690673828125,282.7790598404249,286.16292683070213,32546700
NVDA_2022-02-25,NVDA,2022-02-25,24.17017589267423,24.110292434692383,23.335793746656655,23.675136514655122,528866000
PG_2022-02-25,PG,2022-02-25,143.53478359109585,142.9026336669922,137.49320791536155,137.56545558952124,8888800
TSLA_2022-02-25,TSLA,2022-02-25,273.1666564941406,269.9566650390625,260.79998779296875,269.74334716796875,76067700
UNH_2022-02-25,UNH,2022-02-25,444.71035179424166,444.68231201171875,426.43702804946344,426.8295850047839,3314400
V_2022-02-25,V,2022-02-25,214.03539608929262,212.66786193847656,207.79900822048367,210.74746838316898,8463600
XOM_2022-02-25,XOM,2022-02-25,67.95871084869364,67.8280029296875,66.45123190732136,66.82592439616249,28310300
AAPL_2022-02-28,AAPL,2022-02-28,162.07595128148682,161.78201293945312,159.14639022474867,159.76365924798694,95056600
AMZN_2022-02-28,AMZN,2022-02-28,154.4499969482422,153.56300354003906,150.85000610351562,152.4250030517578,57684000
AVGO_2022-02-28,AVGO,2022-02-28,54.86598638569865,54.415794372558594,53.39128439185415,53.81924278113683,25005000
GOOGL_2022-02-28,GOOGL,2022-02-28,134.73350055558737,134.04421997070312,131.59819315726125,132.05226662425127,38864000
JPM_2022-02-28,JPM,2022-02-28,130.79461963198827,127.85521697998047,127.02569255839951,129.43311983540775,31315300
LLY_2022-02-28,LLY,2022-02-28,241.5006903539537,241.3944549560547,236.2179218826502,237.71486985795573,3188800
MA_2022-02-28,MA,2022-02-28,356.834429751958,352.400390625,347.3607939583999,353.7384173548133,4952400
META_2022-02-28,META,2022-02-28,211.67140537212006,209.5661163330078,205.39525411367887,206.23934870344502,34239800
MSFT_2022-02-28,MSFT,2022-02-28,290.04123393567045,289.7018737792969,284.087976805865,285.35812887426613,34627500
NVDA_2022-02-28,NVDA,2022-02-28,24.61731564927492,24.33785629272461,23.661167584235766,23.945616436590047,477319000
PG_2022-02-28,PG,2022-02-28,141.95436527781817,140.78036499023438,138.91100685540184,141.14158948803032,8669200
TSLA_2022-02-28,TSLA,2022-02-28,292.28668212890625,290.1433410644531,271.57000732421875,271.6700134277344,99006900
UNH_2022-02-28,UNH,2022-02-28,446.14052253033384,444.7945556640625,435.20454887305584,435.42889570057304,3918300
V_2022-02-28,V,2022-02-28,212.0665382984115,209.6127166748047,206.81944227759092,209.49633455806557,8409400
XOM_2022-02-28,XOM,2022-02-28,68.77778577719475,68.33338165283203,66.39892368004246,66.66905506642077,32204600
AAPL_2022-03-01,AAPL,2022-03-01,163.23206278919963,159.90078735351562,158.6956569065014,161.37046373535,83474400
AMZN_2022-03-01,AMZN,2022-03-01,154.0989990234375,151.14199829101562,149.9770050048828,152.7324981689453,44874000
AVGO_2022-03-01,AVGO,2022-03-01,54.43246666694561,52.811405181884766,52.36491644094548,54.17031699044892,24898000
GOOGL_2022-03-01,GOOGL,2022-03-01,135.23369956009327,133.05615234375,132.21948692768655,133.8670269115429,26496000
JPM_2022-03-01,JPM,2022-03-01,126.66504115637358,123.03135681152344,120.4436001152447,126.26830903048626,36840400
LLY_2022-03-01,LLY,2022-03-01,241.7710981942911,240.95985412597656,237.03882639262758,239.08625610880108,2873200
MA_2022-03-01,MA,2022-03-01,353.1426340727987,336.4416809082031,333.25774242020896,349.4996914966305,5894200
META_2022-03-01,META,2022-03-01,210.28112651537154,202.07843017578125,200.81723570545105,208.41416290445198,27094900
MSFT_2022-03-01,MSFT,2022-03-01,290.84599781965625,285.97869873046875,283.26384685818056,287.3845772168943,31217800
NVDA_2022-03-01,NVDA,2022-03-01,24.32986765752615,23.43160629272461,23.087274038657856,24.24403349765344,412056000
PG_2022-03-01,PG,2022-03-01,140.33787854555285,138.45045471191406,137.5744706781518,139.35352989889918,8311900
TSLA_2022-03-01,TSLA,2022-03-01,296.6266784667969,288.1233215332031,284.59332275390625,289.8933410644531,74766900
UNH_2022-03-01,UNH,2022-03-01,445.8133465283382,445.14971923828125,437.18610618347964,440.1397539377682,2917600
V_2022-03-01,V,2022-03-01,208.6719092156311,202.67799377441406,201.03887666527302,208.0220844373322,9317800
XOM_2022-03-01,XOM,2022-03-01,70.2765642473077,68.98692321777344,68.25496964690672,68.6383710491361,40002300
AAPL_2022-03-02,AAPL,2022-03-02,163.97674752234462,163.1929168701172,159.65589394659725,161.06678613054137,79724800
AMZN_2022-03-02,AMZN,2022-03-02,152.99949645996094,152.05250549316406,148.75,150.8489990234375,47334000
AVGO_2022-03-02,AVGO,2022-03-02,54.70203231151305,54.262027740478516,53.13191858536637,53.21899086056021,21771000
GOOGL_2022-03-02,GOOGL,2022-03-02,134.24817522761245,133.56236267089844,132.07361104066294,133.61844225348676,23520000
JPM_2022-03-02,JPM,2022-03-02,126.26827873270868,125.58302307128906,123.17559598491835,123.78871729910118,19405600
LLY_2022-03-02,LLY,2022-03-02,247.70097529449865,245.47003173828125,240.53494096815865,241.32688032115738,2452000
MA_2022-03-02,MA,2022-03-02,340.19200367379597,336.0606994628906,330.78671374618335,334.9570631021824,4997900
META_2022-03-02,META,2022-03-02,207.6991608900357,206.6663818359375,200.61863062333498,203.3594795827409,29452100
MSFT_2022-03-02,MSFT,2022-03-02,292.3003920940344,291.059326171875,284.7667375809277,286.37622044505133,31873000
NVDA_2022-03-02,NVDA,2022-03-02,24.365959685395882,24.177291870117188,23.373712936549165,23.714111250736686,389642000
PG_2022-03-02,PG,2022-03-02,140.04888570810988,138.8839111328125,137.80926335769817,138.134370939196,6111300
TSLA_2022-03-02,TSLA,2022-03-02,295.49334716796875,293.2966613769531,281.42333984375,290.7099914550781,74643300
UNH_2022-03-02,UNH,2022-03-02,455.35661880168624,453.6835021972656,446.68262666310557,446.9630245187267,3675900
V_2022-03-02,V,2022-03-02,204.20073076710668,202.2027587890625,199.9817161492227,200.67033008761263,8865700
XOM_2022-03-02,XOM,2022-03-02,71.58363815394617,70.17200469970703,69.5533276868221,70.23300083765116,44321400
AAPL_2022-03-03,AAPL,2022-03-03,165.49541352335572,162.8695831298828,162.203336805619,165.06430592514928,76678400
AMZN_2022-03-03,AMZN,2022-03-03,153.9290008544922,147.89849853515625,146.8560028076172,153.531494140625,65198000
AVGO_2022-03-03,AVGO,2022-03-03,54.99566281339145,53.596920013427734,53.20137923766211,54.993811189548346,26454000
GOOGL_2022-03-03,GOOGL,2022-03-03,135.41631592852903,132.89537048339844,132.02791664044642,134.99003246039214,24604000
JPM_2022-03-03,JPM,2022-03-03,127.11587151111299,124.6904067993164,123.5813701728489,126.08798088599652,16640800
LLY_2022-03-03,LLY,2022-03-03,250.6948460473814,249.78704833984375,245.6825064794699,246.1074481160167,3153700
MA_2022-03-03,MA,2022-03-03,341.34451204450505,333.0330810546875,332.7498695861688,339.518152757518,3975900
META_2022-03-03,META,2022-03-03,207.62964337626647,201.56202697753906,200.02277607812186,207.57006201226622,27263500
MSFT_2022-03-03,MSFT,2022-03-03,293.90987886372875,286.919189453125,285.10604328173724,293.6771882703284,27314500
NVDA_2022-03-03,NVDA,2022-03-03,24.283106273216287,23.67218589782715,23.427617067609017,24.219218042700607,365095000
PG_2022-03-03,PG,2022-03-03,140.75330978178212,139.39869689941406,138.86588580617632,138.86588580617632,7451200
TSLA_2022-03-03,TSLA,2022-03-03,295.4800109863281,279.7633361816406,277.5333251953125,292.92333984375,61623600
UNH_2022-03-03,UNH,2022-03-03,459.2917237731316,454.81451416015625,450.72989010075463,454.263045984087,3139400
V_2022-03-03,V,2022-03-03,205.1318387603292,200.9904022216797,200.34057736890517,204.21044575413714,8610000
XOM_2022-03-03,XOM,2022-03-03,71.25250323865941,70.61640167236328,69.38775675826949,69.58817641838456,30196600
AAPL_2022-03-04,AAPL,2022-03-04,162.20329029267003,159.87139892578125,158.82303752197333,161.16472134953116,83737200
AMZN_2022-03-04,AMZN,2022-03-04,147.85000610351562,145.64100646972656,143.8070068359375,147.15899658203125,60934000
AVGO_2022-03-04,AVGO,2022-03-04,56.126704989041485,55.207794189453125,54.09806364540099,54.91137180682895,44757000
GOOGL_2022-03-04,GOOGL,2022-03-04,132.84774960311327,130.91732788085938,129.3600935631288,131.93068267344398,30430000
JPM_2022-03-04,JPM,2022-03-04,122.10264114074515,121.18294525146484,119.37962753190006,121.66984874035185,21016000
LLY_2022-03-04,LLY,2022-03-04,254.44202426450832,253.87222290039062,246.77381475678942,247.44018438085288,3497100
MA_2022-03-04,MA,2022-03-04,330.92347503286516,323.04180908203125,316.43954242456226,329.0385182451893,4670900
META_2022-03-04,META,2022-03-04,204.46178636010308,198.67222595214844,197.411031416221,200.96619957261413,32130900
MSFT_2022-03-04,MSFT,2022-03-04,286.6670590433166,281.04345703125,278.43530465770755,285.33873439242245,32356500
NVDA_2022-03-04,NVDA,2022-03-04,23.63824300925391,22.89555549621582,22.442355607308915,23.342765447634537,431415000
PG_2022-03-04,PG,2022-03-04,140.29270967839628,140.10305786132812,137.76409686986423,138.2788424650529,8639100
TSLA_2022-03-04,TSLA,2022-03-04,285.2166748046875,279.42999267578125,275.0533447265625,283.0333251953125,66999600
UNH_2022-03-04,UNH,2022-03-04,467.03099826787167,466.0869445800781,446.3087402786795,449.29978395751243,4170100
V_2022-03-04,V,2022-03-04,200.1562894078682,194.2593536376953,190.9326364650235,198.82754421403595,10912300
XOM_2022-03-04,XOM,2022-03-04,73.43966504299497,73.27410125732422,70.28528401886005,70.6251205750726,42802200
AAPL_2022-03-07,AAPL,2022-03-07,161.6840502038395,156.07968139648438,155.82492784594277,160.05760426701897,96418800
AMZN_2022-03-07,AMZN,2022-03-07,146.09449768066406,137.4530029296875,137.41650390625,145.44349670410156,86934000
AVGO_2022-03-07,AVGO,2022-03-07,55.466239118103964,52.86513137817383,52.800289200442926,55.30876626750996,26494000
GOOGL_2022-03-07,GOOGL,2022-03-07,130.74711632419786,125.4307861328125,125.3479086063169,130.50197452038165,45112000
JPM_2022-03-07,JPM,2022-03-07,119.64111050233956,116.50334167480469,116.26890157737108,119.17224406569403,27560100
LLY_2022-03-07,LLY,2022-03-07,254.60624706062453,252.6843719482422,249.03372879218577,250.96527104720187,3074800
MA_2022-03-07,MA,2022-03-07,322.1041874044445,305.61810302734375,304.8269767541253,321.88931985730846,6874300
META_2022-03-07,META,2022-03-07,199.49644537718342,186.16954040527344,185.98085599196915,199.39713300609475,38560600
MSFT_2022-03-07,MSFT,2022-03-07,280.8786533930493,270.4265441894531,270.0580977160932,279.75393295465517,43157200
NVDA_2022-03-07,NVDA,2022-03-07,22.992383631131677,21.314346313476562,21.292385748895306,22.77676302621287,450821000
PG_2022-03-07,PG,2022-03-07,139.54315894951122,138.02598571777344,136.49076090672597,139.51606780071515,8374500
TSLA_2022-03-07,TSLA,2022-03-07,288.71331787109375,268.1933288574219,268.19000244140625,285.4333190917969,72494100
UNH_2022-03-07,UNH,2022-03-07,467.34878607896474,455.0762023925781,451.4776110348289,467.34878607896474,4123300
V_2022-03-07,V,2022-03-07,194.15268839944724,184.9581298828125,184.32770692815654,193.82292915545352,13412400
XOM_2022-03-07,XOM,2022-03-07,76.01023495699914,75.91438293457031,73.10854732837446,73.99734913407408,55207900
AAPL_2022-03-08,AAPL,2022-03-08,159.58732445146612,154.25729370117188,152.65044751471495,155.6094012673305,131148300
AMZN_2022-03-08,AMZN,2022-03-08,140.69949340820312,136.01449584960938,133.57249450683594,136.68350219726562,91662000
AVGO_2022-03-08,AVGO,2022-03-08,55.21335922372024,53.35145568847656,52.208374573897316,53.001304365931624,26993000
GOOGL_2022-03-08,GOOGL,2022-03-08,130.26574165683814,126.15132904052734,124.73205246663608,125.30323721276812,40428000
JPM_2022-03-08,JPM,2022-03-08,118.82959565275101,115.68281555175781,114.75410129953984,116.89103492439257,19207800
LLY_2022-03-08,LLY,2022-03-08,256.2190533676474,251.03286743164062,250.04779154941951,251.03286743164062,3482600
MA_2022-03-08,MA,2022-03-08,317.15252077635836,306.99517822265625,298.47865595876436,304.1238097777697,5048200
META_2022-03-08,META,2022-03-08,195.3355245860247,188.96998596191406,184.81898914057544,186.54692452981288,37508100
MSFT_2022-03-08,MSFT,2022-03-08,275.3229963748733,267.4596862792969,261.787615361919,269.35035685885737,48159500
NVDA_2022-03-08,NVDA,2022-03-08,22.333551259586635,21.47606658935547,20.613589668860968,21.27142812022773,557467000
PG_2022-03-08,PG,2022-03-08,138.125339334998,132.56239318847656,132.37275512656845,137.42996762172456,9517200
TSLA_2022-03-08,TSLA,2022-03-08,283.3299865722656,274.79998779296875,260.72332763671875,265.1766662597656,80399100
UNH_2022-03-08,UNH,2022-03-08,452.8516136240042,442.5419006347656,440.7285850787511,447.5331822032253,3849500
V_2022-03-08,V,2022-03-08,190.50588957459445,185.93771362304688,181.04945723233024,184.28888793927104,11070900
XOM_2022-03-08,XOM,2022-03-08,79.73971850046101,76.4894790649414,74.44174425531955,77.59613168013486,72082300
AAPL_2022-03-09,AAPL,2022-03-09,160.10660654613918,159.65589904785156,156.1874681101056,158.2156144765831,91454900
AMZN_2022-03-09,AMZN,2022-03-09,140.25,139.2790069580078,136.8280029296875,139.5,82656000
AVGO_2022-03-09,AVGO,2022-03-09,55.73116930052563,55.30320739746094,54.37503491804787,54.54084714269639,22560000
GOOGL_2022-03-09,GOOGL,2022-03-09,132.73260407205578,132.41946411132812,128.92635657630487,130.26573904313827,37026000
JPM_2022-03-09,JPM,2022-03-09,121.94036408108737,120.31737518310547,119.4157162129182,119.83047163459888,17536200
LLY_2022-03-09,LLY,2022-03-09,258.6238381683038,253.79498291015625,253.09962657406328,254.2875061048517,2965900
MA_2022-03-09,MA,2022-03-09,321.76231905867934,320.4731140136719,313.6169061505112,315.6093112377543,4015900
META_2022-03-09,META,2022-03-09,197.71889086123977,197.123046875,192.5748155619996,194.38219787476945,31894700
MSFT_2022-03-09,MSFT,2022-03-09,280.7914626038532,279.72491455078125,272.2397267456058,274.8188230959986,35204500
NVDA_2022-03-09,NVDA,2022-03-09,23.179051474840342,22.97341537475586,22.207767760422254,22.347520264947136,492742000
PG_2022-03-09,PG,2022-03-09,135.88570395591438,134.35047912597656,133.48352101434003,134.4046614242354,7044100
TSLA_2022-03-09,TSLA,2022-03-09,286.85333251953125,286.3233337402344,277.336669921875,279.82666015625,59184000
UNH_2022-03-09,UNH,2022-03-09,455.87070861055145,453.8611145019531,442.6634271324982,451.06634931795094,3115500
V_2022-03-09,V,2022-03-09,194.46305514483439,193.74533081054688,189.3614361830171,190.58349294743118,8457600
XOM_2022-03-09,XOM,2022-03-09,75.43511605354414,72.14131164550781,71.10437075850388,73.22181739911005,65466700
AAPL_2022-03-10,AAPL,2022-03-10,157.1476526374479,155.31546020507812,152.82679892923494,156.96149116992498,105342000
AMZN_2022-03-10,AMZN,2022-03-10,148.67449951171875,146.8175048828125,143.97799682617188,145.68499755859375,135062000
AVGO_2022-03-10,AVGO,2022-03-10,54.6547773837261,54.442649841308594,53.39035150387923,54.24163910934644,19323000
GOOGL_2022-03-10,GOOGL,2022-03-10,132.27259751382948,131.43641662597656,129.9307942927176,130.28164376257828,27102000
JPM_2022-03-10,JPM,2022-03-10,120.32637263388989,118.89273834228516,117.50418974551918,118.89273834228516,15604200
LLY_2022-03-10,LLY,2022-03-10,258.5658571576265,256.91436767578125,253.84322324584156,253.84322324584156,2797200
MA_2022-03-10,MA,2022-03-10,318.5101355871656,317.0158386230469,312.2887813652759,314.42768111074497,3771300
META_2022-03-10,META,2022-03-10,194.9184351766103,193.85586547851562,189.74458461606886,193.48842180655208,24853000
MSFT_2022-03-10,MSFT,2022-03-10,277.8827008939295,276.9034118652344,272.0457879450381,274.41157459600157,30628000
NVDA_2022-03-10,NVDA,2022-03-10,22.7478176453068,22.6180477142334,21.843415073164238,22.49127084816649,428066000
PG_2022-03-10,PG,2022-03-10,133.9079915383586,130.8917236328125,129.9886484194274,133.47451929428732,9221000
TSLA_2022-03-10,TSLA,2022-03-10,284.8166809082031,279.4333190917969,270.1199951171875,283.8166809082031,58648500
UNH_2022-03-10,UNH,2022-03-10,461.46947022857256,459.34771728515625,446.62647015295954,448.0285163284942,2834800
V_2022-03-10,V,2022-03-10,193.91988629565995,192.0092010498047,190.38948587984643,190.97141123228764,7061600
XOM_2022-03-10,XOM,2022-03-10,74.65960063795453,74.3807601928711,72.23717302477712,73.20440227292791,44644200
AAPL_2022-03-11,AAPL,2022-03-11,156.06008893270172,151.60206604003906,151.37671976951566,155.71715834467904,96970100
AMZN_2022-03-11,AMZN,2022-03-11,149.6750030517578,145.52450561523438,145.36900329589844,149.57449340820312,68900000
AVGO_2022-03-11,AVGO,2022-03-11,55.06329141822897,53.52745056152344,53.45983094820671,54.838195421788285,19813000
GOOGL_2022-03-11,GOOGL,2022-03-11,132.79219182033842,128.89662170410156,128.65941549978317,132.48748717685464,31526000
JPM_2022-03-11,JPM,2022-03-11,120.89444092393032,116.21482849121094,115.7910476586147,119.46080640934709,20061800
LLY_2022-03-11,LLY,2022-03-11,262.41927528454136,257.1847839355469,255.99690456791302,255.99690456791302,2469600
MA_2022-03-11,MA,2022-03-11,323.24690480585315,317.21112060546875,316.468845464355,322.32883706988366,2987700
META_2022-03-11,META,2022-03-11,192.21726972763392,186.3085479736328,185.37506633949647,191.30365359610056,34694500
MSFT_2022-03-11,MSFT,2022-03-11,280.7041720750728,271.5513000488281,270.93075230973267,279.2012996634574,27209300
NVDA_2022-03-11,NVDA,2022-03-11,23.10418676650878,22.0610294342041,22.00712380434614,22.981402566936854,367209000
PG_2022-03-11,PG,2022-03-11,131.9934522686308,129.33840942382812,129.16682296000553,131.3071064133404,7086100
TSLA_2022-03-11,TSLA,2022-03-11,281.26666259765625,265.1166687011719,264.5899963378906,280.0666809082031,67037100
UNH_2022-03-11,UNH,2022-03-11,462.9195047395743,452.67303466796875,452.33556151126896,457.3228460180248,2615000
V_2022-03-11,V,2022-03-11,194.7927926089381,190.7871551513672,190.5446825411292,194.7055060210973,5432100
XOM_2022-03-11,XOM,2022-03-11,75.13883804811344,73.99732971191406,73.1695242606641,73.25666062688853,35303400
AAPL_2022-03-14,AAPL,2022-03-14,151.00439558659642,147.5751495361328,147.06567231572745,148.38837253642478,108732100
AMZN_2022-03-14,AMZN,2022-03-14,147.4499969482422,141.85299682617188,140.88400268554688,145.9810028076172,74086000
AVGO_2022-03-14,AVGO,2022-03-14,53.72475362603107,52.596492767333984,52.31396464669123,53.44500294119921,25234000
GOOGL_2022-03-14,GOOGL,2022-03-14,129.43105445194786,125.00648498535156,124.33555942411138,129.27325019146025,38812000
JPM_2022-03-14,JPM,2022-03-14,119.84849654865901,117.36893463134766,116.52137308375106,116.7287645318465,15786900
LLY_2022-03-14,LLY,2022-03-14,261.6273478501923,259.7923889160156,258.1699007725115,259.78272177503345,2713800
MA_2022-03-14,MA,2022-03-14,329.0189561303037,320.9223937988281,319.6234422809831,321.42050255645705,4122700
META_2022-03-14,META,2022-03-14,190.9561300499144,185.3354034423828,184.5310246159257,185.73262269030585,31010500
MSFT_2022-03-14,MSFT,2022-03-14,276.71913751452684,268.03167724609375,267.43054018316315,271.813047149481,30660700
NVDA_2022-03-14,NVDA,2022-03-14,22.22274871765177,21.29239273071289,21.12169469516694,21.830441971262182,385354000
PG_2022-03-14,PG,2022-03-14,131.88509396372987,130.99105834960938,129.45583329096604,130.449207726637,7964600
TSLA_2022-03-14,TSLA,2022-03-14,266.8999938964844,255.4566650390625,252.01333618164062,260.2033386230469,71152200
UNH_2022-03-14,UNH,2022-03-14,464.59755594880613,457.4072265625,454.93230906538236,459.7321178498464,2704100
V_2022-03-14,V,2022-03-14,198.27471429754368,194.2981719970703,192.19351131914232,192.44567752962388,7994700
XOM_2022-03-14,XOM,2022-03-14,72.71641222871038,71.34835052490234,70.14585258812869,72.37657571075088,37462600
AAPL_2022-03-15,AAPL,2022-03-15,152.42508026860065,151.95477294921875,147.33999637401098,147.84947354452075,92964300
AMZN_2022-03-15,AMZN,2022-03-15,147.98500061035156,147.3665008544922,142.0,142.85000610351562,75584000
AVGO_2022-03-15,AVGO,2022-03-15,55.27912994241532,54.90860366821289,53.267163474747164,53.47373265884861,28260000
GOOGL_2022-03-15,GOOGL,2022-03-15,128.88072746557518,128.22914123535156,124.77771812675637,126.02380390981074,30920000
JPM_2022-03-15,JPM,2022-03-15,120.41655628370094,119.45177459716797,118.23454326192422,118.83865311124794,15096600
LLY_2022-03-15,LLY,2022-03-15,267.01638583402706,266.0312805175781,260.6326239794647,260.6326239794647,4396900
MA_2022-03-15,MA,2022-03-15,330.48399466801044,327.182861328125,323.4812916559292,324.66307807767123,3738900
META_2022-03-15,META,2022-03-15,190.94618754859334,190.6979217529297,184.62037992402477,189.47645828108818,31721700
MSFT_2022-03-15,MSFT,2022-03-15,279.0655275130415,278.4158935546875,270.2520171295623,271.8227376508679,34245100
NVDA_2022-03-15,NVDA,2022-03-15,22.997377221162406,22.932491302490234,21.284403438506185,21.48005697889036,491996000
PG_2022-03-15,PG,2022-03-15,135.9489137289759,135.70509338378906,132.6526952656119,132.76105986347272,9868400
TSLA_2022-03-15,TSLA,2022-03-15,268.5233459472656,267.2966613769531,252.19000244140625,258.42333984375,66841200
UNH_2022-03-15,UNH,2022-03-15,468.67560264949066,466.7725524902344,456.83543158694016,459.35721121889196,3043000
V_2022-03-15,V,2022-03-15,200.19507156093528,199.93319702148438,195.3359114148401,196.00513812713,8277700
